code,name,categorie,serial,Commissioning,model,port,aggregat
28VA1021,Клапан  GEA-REL-DN65/DN65 пневмо. плунжер,Запорная арматура,,2012,,,
28VA1022,Клапан  GEA-REL-DN65/DN65 пневмо. плунжер,Запорная арматура,,2017,,,
28VA1051,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2012,,,
28VA1052,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2012,,,
28VA1053,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2012,,,
28VA1054,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2012,,,
28VA1055,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2012,,,
28VA1056,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2012,,,
28VA1057,Клапан  GEA-WK/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2012,,,
28VA1060,Клапан  GEA-WK/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,,,,
28VA1061,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2012,,,
28VA1062,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2012,,,
28VA1063,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,,,,
28VA1064,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2017,,,
28VA1065,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,,,,
28VA1071,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,,,,
28VA1072,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2012,,,
28VA1075,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2012,,,
28VA1076,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2012,,,
28VA1077,Клапан  Burkert-2301-DN40 пневмо. регулирующий,Запорная арматура,,2017,,,
28VA1078,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2017,,,
28VA1079,Клапан  GEA-SV04-ZF-DN40 пневмо. шибер,Запорная арматура,,2017,,,
28VA1111,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2012,,,
28VA1112,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2012,,,
28VA1121,Клапан  GEA-REL-DN65/DN65 пневмо. плунжер,Запорная арматура,,2012,,,
28VA1151,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2012,,,
28VA1211,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2012,,,
28VA1212,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2012,,,
28VA1221,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2012,,,
28VA1251,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2012,,,
28VA1252,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2012,,,
28VA1253,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2012,,,
28VA1291,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2012,,,
28VA1293,Клапан  Burkert-2301-DN25 пневмо. регулирующий,Запорная арматура,,2012,,,
28VA1294,Клапан  Burkert-2301-DN25 пневмо. регулирующий,Запорная арматура,,2012,,,
28VA1295,Клапан  Burkert-2301-DN25 пневмо. регулирующий,Запорная арматура,,2012,,,
28VA1296,Клапан  Burkert-2301-DN25 пневмо. регулирующий,Запорная арматура,,2012,,,
28VA1297,Клапан  Burkert-2301-DN25 пневмо. регулирующий,Запорная арматура,,2012,,,
28VA1301,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2012,,,
28VA1302,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2012,,,
28VA1303,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,,,,,,
28VA1304,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,,,,,,
28VA1411,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2012,,,
28VA1421,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2012,,,
28VA1451A,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2012,,,
28VA1451B,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2012,,,
28VA1551A,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2012,,,
28VA1551B,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2012,,,
28VA1552,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2012,,,
28VA1553,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2012,,,
28VA1601,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2012,,,
28VA1602,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2012,,,
28VA1603,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2012,,,
28VA1604,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2012,,,
28VA1605,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2012,,,
28VA1606,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2012,,,
28VA1607,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2012,,,
28VA1691,Клапан  Burkert-2301-DN25 пневмо. регулирующий,Запорная арматура,,2012,,,
28VA1701,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2012,,,
28VA1702,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,,,,
29AM18,Машина фасовочная Dosomat 2.1.2 Карусельная  (Цех №2),Машины фасовочные,,2021,,,
29AM19,Машина фасовочная Dosomat 2.1.1  Карусельная  (Цех №2),Машины фасовочные,,2013,,,
29H13,Гомогенизатор TETRA ALEX 25\200 BAR №5856944123    (Цех Cremette),Гомогенизаторы,№5856944123,2015,,,
29KKT2.2,Контрольная критическая точка,ККТ,,,,,
29KKT2.3,Контрольная критическая точка,ККТ,,,,,
29KLH10,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2015,,,
29KLH14,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2014,,,
29KLH15,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2014,,,
29KLH16,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2015,,,
29KS11,Плавильный котел KARL SHNELL    (Цех Cremette),Котлы плавильные,,2015,,,
29KS11.VENT,Вытяжная вентиляция котла,Котлы плавильные,,,,,
29LFC18,Ламинарная кабина Dosomat-2.1.2,Машины фасовочные,,,,,
29LFC19,Ламинарная кабина Dosomat-2.1.1,Машины фасовочные,,,,,
29PU01,Насос  Bornemann-SLH-125-38/1/QN  ,Насосы,,2015,,,
29PU04,Насос  Bornemann-SLH-125-38/1/QN  ,Насосы,,2015,,,
29PU05,Насос LEMA 26AZ,Насосы,,2015,,,
29PU06,Насос  Bornemann-SLH-125-38/1/QN  ,Насосы,,2015,,,
29PU07,Насос,Насосы,,,,,
29PU08,Насос,Насосы,,2021,,,
29PU10,Насос EDUR C25-071/0132 CR2A,Насосы,,2015,,,
29PU18,Насос  INDAG-INQ-1CC-55EP-D50  ,Насосы,,2012,,,
29PU19,Насос  Fristam-FZ 22A центробежный ,Насосы,,,,,
29PU20,Насос  Fristam-FZ 22A центробежный ,Насосы,,,,,
29PU21,Насос,Насосы,,,,,
29RW10,Мешалка TYP FGR R-60 D 14/40519,Мешалки,,2015,,,
29RW12,Мешалка TYP FGR R-60 D 14/40519,Мешалки,,2015,,,
29RW14,Мешалка TYP KFGRR-60SI/А №14/40521,Мешалки,№14/40521,2015,,,
29RW15,Мешалка TYP KFGRR-60SI/А №14/40520,Мешалки,№14/40520,2015,,,
29RW21,Мешалка TYP KFGRR-60SI/А №14/40521,Мешалки,,2021,,,
29TA10,Танк,Танки,,2015,,,
29TA12,Танк,Танки,,2015,,,
29TA14,Танк,Танки,,2015,,,
29TA15,Танк,Танки,,2015,,,
29TA20,Танк,Танки,,2021,,,
29TA21,Танк,Танки,,2021,,,
29V201-18,Клапан,Запорная арматура,,2021,,,
29V201-19,Клапан  APV-DN50 пневмо. шибер,Запорная арматура,,2013,,,
29V202-18,Клапан,Запорная арматура,,2021,,,
29V202-19,Клапан  APV-DN50 пневмо. шибер,Запорная арматура,,2013,,,
29V203-19,Клапан  APV-DN50 пневмо. шибер,Запорная арматура,,2013,,,
29V204-18,Клапан,Запорная арматура,,2021,,,
29V204-19,Клапан  APV-DN50 пневмо. шибер,Запорная арматура,,2013,,,
29V205-18,Клапан,Запорная арматура,,2021,,,
29V205-19,Клапан  APV-DN50 пневмо. шибер,Запорная арматура,,2013,,,
29V206-19,Клапан  APV-DN50 пневмо. шибер,Запорная арматура,,,,,
29V207-19,Клапан  APV-DN50 пневмо. шибер,Запорная арматура,,,,,
29V208-19,Клапан  APV-DN50 пневмо. шибер,Запорная арматура,,2013,,,
29V209-19,Клапан,Запорная арматура,,2021,,,
29VA1021,Клапан  GEA-REL-DN65/DN65 пневмо. плунжер,Запорная арматура,,2015,,,
29VA1022,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2015,,,
29VA1023,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2015,,,
29VA1024,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2015,,,
29VA1028,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2015,,,
29VA1051,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2015,,,
29VA1052,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2015,,,
29VA1053,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2015,,,
29VA1054,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2015,,,
29VA1055,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2015,,,
29VA1056,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2015,,,
29VA1057,Клапан  GEA-WK/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2015,,,
29VA1058,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2015,,,
29VA1059,Клапан  GEA-WK/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2015,,,
29VA1060,Клапан  GEA-WK/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,,,,
29VA1061,Клапан  GEA-WK/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2015,,,
29VA1062,Клапан  GEA-WP/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2017,,,
29VA1063,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2015,,,
29VA1064,Клапан  GEA-WP/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2017,,,
29VA1065,Клапан пневматический M-304L/1.4307-DN  Шиберный,Запорная арматура,,,,,
29VA1071,Клапан  Burkert-2301-DN40 пневмо. регулирующий,Запорная арматура,,2015,,,
29VA1072,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2015,,,
29VA1076,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2015,,,
29VA1077,Клапан  GEA-WK/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2017,,,
29VA1111,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2015,,,
29VA1112,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2015,,,
29VA1121,Клапан  GEA-REL-DN65/DN65 пневмо. плунжер,Запорная арматура,,2015,,,
29VA1122,Клапан,Запорная арматура,,,,,
29VA1151,Клапан,Запорная арматура,,2021,,,
29VA1153,Клапан,Запорная арматура,,,,,
29VA1211,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2015,,,
29VA1212,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2015,,,
29VA1221,Клапан  GEA-REL-DN65/DN65 пневмо. плунжер,Запорная арматура,,2015,,,
29VA1231,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2015,,,
29VA1251,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2015,,,
29VA1252,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2015,,,
29VA1253,Клапан,Запорная арматура,,,,,
29VA1254,Клапан  GEA-WK/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2015,,,
29VA1291,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2015,,,
29VA1293,Клапан  Burkert-2301-DN25 пневмо. регулирующий,Запорная арматура,,2015,,,
29VA1296,Клапан  Burkert-2301-DN25 пневмо. регулирующий,Запорная арматура,,2015,,,
29VA1297,Клапан  Burkert-2301-DN50 пневмо. регулирующий,Запорная арматура,,2015,,,
29VA1301,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2015,,,
29VA1302,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2015,,,
29VA1303,Клапан  GEA-NL-DN40 пневмо. плунжер,Запорная арматура,,2015,,,
29VA1304,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2015,,,
29VA1411,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2015,,,
29VA1421,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2015,,,
29VA1451A,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2015,,,
29VA1451B,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2015,,,
29VA1504,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,,,,
29VA1551A,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2015,,,
29VA1551B,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2015,,,
29VA1552,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2017,,,
29VA1553,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2017,,,
29VA1554,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2012,,,
29VA1555,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2014,,,
29VA1556,Клапан  GEA-WP/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2017,,,
29VA1571,Клапан  GEA-WP/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2017,,,
29VA1572,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2015,,,
29VA1655,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2014,,,
29VA1801,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2015,,,
29VA1802,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2012,,,
29VA1803,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2012,,,
29VA1804,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2012,,,
29VA1805,Клапан  GEA-REL-DN50/DN50 пневмо. плунжер,Запорная арматура,,2012,,,
29VA1806,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2012,,,
29VA1810,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2017,,,
29VA1811,Клапан  GEA-REC-DN65/DN65 пневмо. плунжер,Запорная арматура,,2017,,,
29VA1812,Клапан  GEA-REC-DN65/DN65 пневмо. плунжер,Запорная арматура,,,,,
29VA1912,Клапан  GEA-REC-DN65/DN65 пневмо. плунжер,Запорная арматура,,,,,
29VA1851,Клапан  GEA-WP/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2017,,,
29VA1852,Клапан  GEA-WP/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2017,,,
29VA1901,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2014,,,
29VA1902,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2014,,,
29VA1903,Клапан,Запорная арматура,,2021,,,
29VA1910,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2017,,,
29VA1911,Клапан  GEA-REC-DN65/DN65 пневмо. плунжер,Запорная арматура,,2017,,,
29VA1951,Клапан  GEA-WP/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2017,,,
29VA1952,Клапан  GEA-WP/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2017,,,
29VA2011,Клапан  GEA-REC-DN65/DN65 пневмо. плунжер,Запорная арматура,,2017,,,
29VA2051,Клапан  GEA-WP/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2017,,,
29VA2052,Клапан  GEA-WP/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2017,,,
29VA2053,Клапан,Запорная арматура,,2021,,,
29VA2055,Клапан,Запорная арматура,,2021,,,
29VA2056,Клапан,Запорная арматура,,2021,,,
29VA2058,Клапан,Запорная арматура,,2021,,,
29VA2060,Клапан,Запорная арматура,,2021,,,
29VA2061,Клапан,Запорная арматура,,2021,,,
29VA2063,Клапан,Запорная арматура,,2021,,,
29VA2065,Клапан,Запорная арматура,,2021,,,
29VA2072,Клапан,Запорная арматура,,2021,,,
29VA2110,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2017,,,
29VA2111,Клапан  GEA-REC-DN65/DN65 пневмо. плунжер,Запорная арматура,,2017,,,
29VA2112,Клапан,Запорная арматура,,2021,,,
29VA2151,Клапан  GEA-WP/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2017,,,
29VA2152,Клапан  GEA-WP/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2017,,,
29VA2155,Клапан,Запорная арматура,,2021,,,
29VA2156,Клапан,Запорная арматура,,2021,,,
29VA2157,Клапан,Запорная арматура,,2021,,,
29VA2191,Клапан,Запорная арматура,,2021,,,
29VA2192,Клапан,Запорная арматура,,2021,,,
29VA2193,Клапан,Запорная арматура,,2021,,,
29VA2194,Клапан,Запорная арматура,,2021,,,
29VA2291,Клапан,Запорная арматура,,2021,,,
29VA2292,Клапан,Запорная арматура,,2021,,,
30PU01,Насос  Fristam-FPE 3522A центробежный ,Насосы,,2002,,,
30PU02,Насос  Fristam-FZ 22A центробежный ,Насосы,,2012,,,
30RW13,Мешалка  PRG-R 132S-12/6D  ,Мешалки,№2011/36403,2012,,,
30RW14,Мешалка  PRG-R 132S-12/6D  ,Мешалки,,2012,,,
30RW15,Мешалка  PRG-R 132S-12/6D  ,Мешалки,,2012,,,
30TA13,Танк,Танки,,2012,,,
30TA14,Танк,Танки,,2012,,,
30TA15,Танк,Танки,,2012,,,
30VA0172,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2012,,,
30VA0191,Клапан  GEA-SV04-ZF-DN80 пневмо. шибер,Запорная арматура,,2012,,,
30VA0192,Клапан  Burkert-2301-DN80 пневмо. регулирующий,Запорная арматура,,2012,,,
30VA0251,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2012,,,
30VA1311,Клапан  GEA-NL-DN65/DN65 пневмо. плунжер,Запорная арматура,,2012,,,
30VA1321,Клапан  GEA-REL-DN65/DN65 пневмо. плунжер,Запорная арматура,,2012,,,
30VA1331,Клапан  GEA-REL-DN65/DN65 пневмо. плунжер,Запорная арматура,,2012,,,
30VA1351,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2012,,,
30VA1352,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2012,,,
30VA1353,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2012,,,
30VA1354,Клапан  GEA-WK/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2012,,,
30VA1371,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2012,,,
30VA1411,Клапан  GEA-NL-DN65/DN65 пневмо. плунжер,Запорная арматура,,2012,,,
30VA1421,Клапан  GEA-REL-DN65/DN65 пневмо. плунжер,Запорная арматура,,2012,,,
30VA1431,Клапан  GEA-REL-DN65/DN65 пневмо. плунжер,Запорная арматура,,2012,,,
30VA1451,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2012,,,
30VA1452,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2012,,,
30VA1453,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2012,,,
30VA1454,Клапан  GEA-WK/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2012,,,
30VA1471,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2012,,,
30VA1511,Клапан  GEA-NL-DN65/DN65 пневмо. плунжер,Запорная арматура,,2012,,,
30VA1521,Клапан  GEA-REL-DN65/DN65 пневмо. плунжер,Запорная арматура,,2012,,,
30VA1531,Клапан  GEA-REL-DN65/DN65 пневмо. плунжер,Запорная арматура,,2012,,,
30VA1551,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2012,,,
30VA1552,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2012,,,
30VA1553,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2012,,,
30VA1554,Клапан  GEA-WK/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2012,,,
30VA1571,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2012,,,
30VA2151,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2012,,,
30VA2152,Клапан  GEA-WK/ECO-DN50/DN50 пневмо. плунжер,Запорная арматура,,2012,,,
30VA3101,Клапан  GEA-WP/ECO-DN65/DN65 пневмо. плунжер,Запорная арматура,,2012,,,
30VA3102,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2014,,,
30VA3103,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2014,,,
30VA3104,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2014,,,
30VA3105,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2014,,,
30VA3106,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2014,,,
30VA3107,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2014,,,
30VA3108,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2014,,,
30VA3109,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2014,,,
30VA3151,Клапан  GEA-SV04-ZF-DN50 пневмо. шибер,Запорная арматура,,2012,,,
30VA3171,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2012,,,
30WT01,Теплообменник  Alfa Laval-FRONT8-RM пластинчатый ,Теплообменники,,2012,,,
31KLH31,Клапан ручной ZFL-  Шиберный  (Блок клапанов 31),Запорная арматура,,,,,
31KLH32,Клапан ручной ZFL-  Шиберный  (Блок клапанов 31),Запорная арматура,,,,,
31PU01,Насос  Fristam-FPE 742/195A центробежный ,Насосы,,,,,
31PU02,Насос  Fristam-FPE 722/144 центробежный ,Насосы,,,,,
31RW30,Мешалка  PRG-FGRP-80SI/A  ,Мешалки,,2015,,,
31RW31,Мешалка  PRG-FGRP-80SI/A  ,Мешалки,,2015,,,
31RW32,Мешалка  PRG-FGRP-80SI/A  ,Мешалки,,2015,,,
31TA30,Танк  ABAB-40000L  ,Танки,,2015,,,
31TA31,Танк  ABAB-40000L  ,Танки,,2015,,,
31TA32,Танк  ABAB-40000L  ,Танки,,2015,,,
31VA0171,Клапан  GEA-REL-DN40/DN40 пневмо. плунжер,Запорная арматура,,2015,,,
31VA2101,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2015,,,
31VA2102,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2015,,,
31VA3002,Клапан  GEA-SV04-ZF-DN80 пневмо. шибер,Запорная арматура,,2015,,,
31VA3011,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2015,,,
31VA3021,Клапан  GEA-REL-DN80/DN80 пневмо. плунжер,Запорная арматура,,2015,,,
31VA3022,Клапан  GEA-SV04-ZF-DN80 пневмо. шибер,Запорная арматура,,2015,,,
31VA3023,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2015,,,
31VA3024,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2015,,,
31VA3025,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,,,,
31VA3026,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,,,,
31VA3033,Клапан  GEA-REL-DN65/DN65 пневмо. плунжер,Запорная арматура,,2015,,,
31VA3051,Клапан  GEA-WP/ECO-DN65/DN65 пневмо. плунжер,Запорная арматура,,2015,,,
31VA3056,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2015,,,
31VA3057,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2015,,,
31VA3058,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2015,,,
31VA3059,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2015,,,
31VA3060,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2015,,,
31VA3061,Клапан  GEA-WP/ECO-DN65/DN65 пневмо. плунжер,Запорная арматура,,2015,,,
31VA3062,Клапан  GEA-SV04-GS-DN25 пневмо. шибер,Запорная арматура,,2015,,,
31VA3063,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2015,,,
31VA3064,Клапан  GEA-SV04-ZF-DN65 пневмо. шибер,Запорная арматура,,2015,,,
31VA3065,Клапан  GEA-WK/ECO-DN65/DN65 пневмо. плунжер,Запорная арматура,,2015,,,
31VA3066,Клапан  GEA-WK/ECO-DN65/DN65 пневмо. плунжер,,,,,,
31VA3071,Клапан  GEA-SV04-ZF-DN40 пневмо. шибер,Запорная арматура,,2015,,,
31VA3072,Клапан  GEA-WP/ECO-DN40/DN40 пневмо. плунжер,Запорная арматура,,2015,,,
31VA3102,Клапан  GEA-NL-DN65/DN65 пневмо. плунжер,Запорная арматура,,2015,,,
31VA3111,Клапан  GEA-NT/ECO-DN65/DN65 пневмо. плунжер,Запорная арматура,,2015,,,
31VA3121,Клапан  GEA-REL-DN65/DN65 пневмо. плунжер,Запорная арматура,,2015,,,
31VA3131,Клапан  GEA-REL-DN65/DN65 пневмо. плунжер,Запорная арматура,,2015,,,
